CODIGO	FECHA	VALOR	UNIDAD_MEDIDA
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/04/2000 00:00:00	220,09	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/04/2000 00:00:00	220,12	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/04/2000 00:00:00	220,15	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/04/2000 00:00:00	220,19	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/04/2000 00:00:00	220,2	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/04/2000 00:00:00	220,14	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/04/2000 00:00:00	220,01	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/04/2000 00:00:00	219,86	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/04/2000 00:00:00	219,76	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/04/2000 00:00:00	219,65	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/04/2000 00:00:00	219,54	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/04/2000 00:00:00	219,44	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/04/2000 00:00:00	219,34	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/04/2000 00:00:00	219,26	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/04/2000 00:00:00	219,23	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/04/2000 00:00:00	219,26	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/04/2000 00:00:00	219,33	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/04/2000 00:00:00	219,32	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/04/2000 00:00:00	219,29	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/04/2000 00:00:00	219,28	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/04/2000 00:00:00	219,29	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/04/2000 00:00:00	219,34	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/04/2000 00:00:00	219,37	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/04/2000 00:00:00	219,37	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/04/2000 00:00:00	219,32	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/04/2000 00:00:00	219,24	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/04/2000 00:00:00	219,13	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/04/2000 00:00:00	219,03	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/04/2000 00:00:00	219,02	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/04/2000 00:00:00	219,07	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/05/2000 00:00:00	219,19	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/05/2000 00:00:00	219,23	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/05/2000 00:00:00	219,27	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/05/2000 00:00:00	219,3	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/05/2000 00:00:00	219,31	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/05/2000 00:00:00	219,32	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/05/2000 00:00:00	219,42	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/05/2000 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/05/2000 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/05/2000 00:00:00	219,52	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/05/2000 00:00:00	219,46	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/05/2000 00:00:00	220,28	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/05/2000 00:00:00	219,39	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/05/2000 00:00:00	219,35	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/05/2000 00:00:00	220,3	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/05/2000 00:00:00	220,34	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/05/2000 00:00:00	219,35	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/05/2000 00:00:00	219,34	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/05/2000 00:00:00	220,31	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/05/2000 00:00:00	220,28	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/05/2000 00:00:00	219,28	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/05/2000 00:00:00	219,19	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/05/2000 00:00:00	220,23	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/05/2000 00:00:00	220,27	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/05/2000 00:00:00	219,1	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/05/2000 00:00:00	219,03	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/05/2000 00:00:00	219	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/05/2000 00:00:00	219,07	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/05/2000 00:00:00	219,2	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/05/2000 00:00:00	219,24	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/05/2000 00:00:00	219,23	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/05/2000 00:00:00	219,21	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/05/2000 00:00:00	219,19	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/05/2000 00:00:00	219,23	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/05/2000 00:00:00	219,29	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/05/2000 00:00:00	219,32	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/05/2000 00:00:00	219,33	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	31/05/2000 00:00:00	219,31	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/06/2000 00:00:00	219,28	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/06/2000 00:00:00	219,23	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/06/2000 00:00:00	219,21	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/06/2000 00:00:00	219,27	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/06/2000 00:00:00	219,42	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/06/2000 00:00:00	219,45	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/06/2000 00:00:00	219,42	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/06/2000 00:00:00	219,37	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/06/2000 00:00:00	219,35	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/06/2000 00:00:00	219,38	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/06/2000 00:00:00	219,43	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/06/2000 00:00:00	219,45	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/06/2000 00:00:00	219,44	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/06/2000 00:00:00	219,4	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/06/2000 00:00:00	219,25	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/06/2000 00:00:00	219,15	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/06/2000 00:00:00	219,14	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/06/2000 00:00:00	219,24	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/06/2000 00:00:00	219,37	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/06/2000 00:00:00	219,39	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/06/2000 00:00:00	219,39	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/06/2000 00:00:00	219,42	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/06/2000 00:00:00	219,47	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/06/2000 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/06/2000 00:00:00	219,67	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/06/2000 00:00:00	219,75	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/06/2000 00:00:00	219,77	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/06/2000 00:00:00	219,7	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/06/2000 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/06/2000 00:00:00	219,61	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/07/2000 00:00:00	219,71	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/07/2000 00:00:00	219,82	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/07/2000 00:00:00	219,93	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/07/2000 00:00:00	219,96	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/07/2000 00:00:00	219,91	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/07/2000 00:00:00	219,85	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/07/2000 00:00:00	219,82	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/07/2000 00:00:00	219,85	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/07/2000 00:00:00	219,95	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/07/2000 00:00:00	220,01	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/07/2000 00:00:00	219,94	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/07/2000 00:00:00	219,78	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/07/2000 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/07/2000 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/07/2000 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/07/2000 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/07/2000 00:00:00	219,61	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/07/2000 00:00:00	219,57	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/07/2000 00:00:00	219,44	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/07/2000 00:00:00	219,36	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/07/2000 00:00:00	219,33	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/07/2000 00:00:00	219,34	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/07/2000 00:00:00	219,41	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/07/2000 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/07/2000 00:00:00	219,64	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/07/2000 00:00:00	219,72	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/07/2000 00:00:00	219,82	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/07/2000 00:00:00	219,9	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/07/2000 00:00:00	219,99	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/07/2000 00:00:00	220,1	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	31/07/2000 00:00:00	220,15	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/08/2000 00:00:00	220,11	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/08/2000 00:00:00	220,01	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/08/2000 00:00:00	219,87	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/08/2000 00:00:00	219,75	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/08/2000 00:00:00	219,72	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/08/2000 00:00:00	219,77	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/08/2000 00:00:00	219,85	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/08/2000 00:00:00	219,87	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/08/2000 00:00:00	219,8	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/08/2000 00:00:00	219,68	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/08/2000 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/08/2000 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/08/2000 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/08/2000 00:00:00	219,65	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/08/2000 00:00:00	219,66	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/08/2000 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/08/2000 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/08/2000 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/08/2000 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/08/2000 00:00:00	219,62	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/08/2000 00:00:00	219,74	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/08/2000 00:00:00	219,79	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/08/2000 00:00:00	219,75	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/08/2000 00:00:00	219,65	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/08/2000 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/08/2000 00:00:00	219,57	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/08/2000 00:00:00	219,67	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/08/2000 00:00:00	219,77	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/08/2000 00:00:00	219,83	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/08/2000 00:00:00	219,88	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	31/08/2000 00:00:00	219,99	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/09/2000 00:00:00	220,06	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/09/2000 00:00:00	220,11	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/09/2000 00:00:00	220,13	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/09/2000 00:00:00	220,23	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/09/2000 00:00:00	220,33	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/09/2000 00:00:00	220,39	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/09/2000 00:00:00	220,39	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/09/2000 00:00:00	220,35	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/09/2000 00:00:00	220,34	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/09/2000 00:00:00	220,35	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/09/2000 00:00:00	220,33	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/09/2000 00:00:00	220,26	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/09/2000 00:00:00	220,22	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/09/2000 00:00:00	220,19	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/09/2000 00:00:00	220,27	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/09/2000 00:00:00	220,41	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/09/2000 00:00:00	220,45	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/09/2000 00:00:00	220,38	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/09/2000 00:00:00	220,29	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/09/2000 00:00:00	220,26	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/09/2000 00:00:00	220,25	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/09/2000 00:00:00	220,28	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/09/2000 00:00:00	220,31	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/09/2000 00:00:00	220,38	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/09/2000 00:00:00	220,38	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/09/2000 00:00:00	220,38	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/09/2000 00:00:00	220,37	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/09/2000 00:00:00	220,38	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/09/2000 00:00:00	220,3	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/09/2000 00:00:00	220,27	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/10/2000 00:00:00	220,27	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/10/2000 00:00:00	220,25	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/10/2000 00:00:00	220,19	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/10/2000 00:00:00	220,12	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/10/2000 00:00:00	220,05	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/10/2000 00:00:00	220,05	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/10/2000 00:00:00	220,06	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/10/2000 00:00:00	220,13	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/10/2000 00:00:00	220,23	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/10/2000 00:00:00	220,27	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/10/2000 00:00:00	220,27	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/10/2000 00:00:00	220,26	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/10/2000 00:00:00	220,27	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/10/2000 00:00:00	220,32	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/10/2000 00:00:00	220,3	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/10/2000 00:00:00	220,23	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/10/2000 00:00:00	220,19	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/10/2000 00:00:00	220,12	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/10/2000 00:00:00	220,06	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/10/2000 00:00:00	220,05	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/10/2000 00:00:00	220,01	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/10/2000 00:00:00	219,97	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/10/2000 00:00:00	219,95	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/10/2000 00:00:00	219,96	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/10/2000 00:00:00	219,92	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/10/2000 00:00:00	219,87	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/10/2000 00:00:00	219,86	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/10/2000 00:00:00	219,87	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/10/2000 00:00:00	219,93	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/10/2000 00:00:00	220,02	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	31/10/2000 00:00:00	220,06	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/11/2000 00:00:00	220,1	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/11/2000 00:00:00	220,13	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/11/2000 00:00:00	220,14	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/11/2000 00:00:00	220,17	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/11/2000 00:00:00	220,21	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/11/2000 00:00:00	220,22	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/11/2000 00:00:00	220,13	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/11/2000 00:00:00	220,03	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/11/2000 00:00:00	219,93	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/11/2000 00:00:00	219,85	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/11/2000 00:00:00	219,79	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/11/2000 00:00:00	219,78	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/11/2000 00:00:00	219,8	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/11/2000 00:00:00	219,74	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/11/2000 00:00:00	219,71	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/11/2000 00:00:00	219,7	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/11/2000 00:00:00	219,66	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/11/2000 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/11/2000 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/11/2000 00:00:00	219,49	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/11/2000 00:00:00	219,61	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/11/2000 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/11/2000 00:00:00	219,53	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/11/2000 00:00:00	219,49	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/11/2000 00:00:00	219,44	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/11/2000 00:00:00	219,48	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/11/2000 00:00:00	219,51	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/11/2000 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/11/2000 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/11/2000 00:00:00	219,58	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/12/2000 00:00:00	219,59	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/12/2000 00:00:00	219,6	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/12/2000 00:00:00	219,66	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/12/2000 00:00:00	219,75	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/12/2000 00:00:00	219,75	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/12/2000 00:00:00	219,76	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/12/2000 00:00:00	219,79	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/12/2000 00:00:00	219,76	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/12/2000 00:00:00	219,74	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	10/12/2000 00:00:00	219,72	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	11/12/2000 00:00:00	219,66	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	12/12/2000 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	13/12/2000 00:00:00	219,35	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	14/12/2000 00:00:00	219,19	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	15/12/2000 00:00:00	219,06	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	16/12/2000 00:00:00	219,04	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	17/12/2000 00:00:00	219,08	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	18/12/2000 00:00:00	219,17	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	19/12/2000 00:00:00	219,21	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	20/12/2000 00:00:00	219,23	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	21/12/2000 00:00:00	219,22	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	22/12/2000 00:00:00	219,18	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	23/12/2000 00:00:00	219,16	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	24/12/2000 00:00:00	219,22	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	25/12/2000 00:00:00	219,27	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	26/12/2000 00:00:00	219,26	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	27/12/2000 00:00:00	219,14	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	28/12/2000 00:00:00	219,04	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	29/12/2000 00:00:00	219	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	30/12/2000 00:00:00	219,02	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	31/12/2000 00:00:00	219,1	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	01/01/2001 00:00:00	219,25	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	02/01/2001 00:00:00	219,36	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	03/01/2001 00:00:00	219,39	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	04/01/2001 00:00:00	219,44	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	05/01/2001 00:00:00	219,5	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	06/01/2001 00:00:00	219,56	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	07/01/2001 00:00:00	219,63	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	08/01/2001 00:00:00	219,68	msnm
CCR_IDB .DESCARGA TOTAL-IPU .AV	09/01/2001 00:00:00	219,72	msnm
