SENSOR	NUMERO_SENSOR	CANAL	FECHA	VALOR	UNIDAD_MEDIDA
CO-E-002	3		07/08/1989 00:00:00	2,80	mm
CO-E-002	3		21/08/1989 00:00:00	3,10	mm
CO-E-002	3		04/09/1989 00:00:00	2,90	mm
CO-E-002	3		18/09/1989 00:00:00	3,10	mm
CO-E-002	3		02/10/1989 00:00:00	2,70	mm
CO-E-002	3		16/10/1989 00:00:00	3	mm
CO-E-002	3		30/10/1989 00:00:00	3	mm
CO-E-002	3		13/11/1989 00:00:00	3,20	mm
CO-E-002	3		27/11/1989 00:00:00	2,60	mm
CO-E-002	3		11/12/1989 00:00:00	2,50	mm
CO-E-002	3		03/01/1990 00:00:00	2,30	mm
CO-E-002	3		15/01/1990 00:00:00	2,50	mm
CO-E-002	3		29/01/1990 00:00:00	2,70	mm
CO-E-002	3		12/02/1990 00:00:00	2,70	mm
CO-E-002	3		06/03/1990 00:00:00	2,60	mm
CO-E-002	3		19/03/1990 00:00:00	2,60	mm
CO-E-002	3		02/04/1990 00:00:00	2,60	mm
CO-E-002	3		16/04/1990 00:00:00	2,40	mm
CO-E-002	3		30/04/1990 00:00:00	2,70	mm
CO-E-002	3		14/05/1990 00:00:00	2,70	mm
CO-E-002	3		28/05/1990 00:00:00	2,80	mm
CO-E-002	3		11/06/1990 00:00:00	3	mm
CO-E-002	3		25/06/1990 00:00:00	2,90	mm
CO-E-002	3		09/07/1990 00:00:00	2,90	mm
CO-E-002	3		23/07/1990 00:00:00	3,30	mm
CO-E-002	3		06/08/1990 00:00:00	3,10	mm
CO-E-002	3		20/08/1990 00:00:00	3	mm
CO-E-002	3		03/09/1990 00:00:00	3,20	mm
CO-E-002	3		17/09/1990 00:00:00	2,70	mm
CO-E-002	3		01/10/1990 00:00:00	2,80	mm
CO-E-002	3		15/10/1990 00:00:00	2,60	mm
CO-E-002	3		29/10/1990 00:00:00	2,90	mm
CO-E-002	3		12/11/1990 00:00:00	2,80	mm
CO-E-002	3		26/11/1990 00:00:00	2,10	mm
CO-E-002	3		11/12/1990 14:00:00	2,50	mm
CO-E-002	3		02/01/1991 14:10:00	2,20	mm
CO-E-002	3		14/01/1991 00:00:00	2,10	mm
CO-E-002	3		28/01/1991 00:00:00	2,30	mm
CO-E-002	3		11/02/1991 00:00:00	2,20	mm
CO-E-002	3		25/02/1991 00:00:00	2,30	mm
CO-E-002	3		11/03/1991 00:00:00	2,40	mm
CO-E-002	3		08/04/1991 00:00:00	2,30	mm
CO-E-002	3		13/05/1991 00:00:00	2,20	mm
CO-E-002	3		10/06/1991 00:00:00	2,70	mm
CO-E-002	3		24/06/1991 00:00:00	2,70	mm
CO-E-002	3		22/07/1991 00:00:00	3	mm
CO-E-002	3		19/08/1991 00:00:00	3,10	mm
CO-E-002	3		16/09/1991 00:00:00	2,70	mm
CO-E-002	3		21/10/1991 00:00:00	2,90	mm
CO-E-002	3		18/11/1991 00:00:00	2,60	mm
CO-E-002	3		16/12/1991 00:00:00	2,40	mm
CO-E-002	3		20/01/1992 00:00:00	2,10	mm
CO-E-002	3		18/02/1992 00:00:00	2,50	mm
CO-E-002	3		12/03/1992 00:00:00	2,60	mm
CO-E-002	3		16/03/1992 00:00:00	2,50	mm
CO-E-002	3		20/04/1992 00:00:00	2,60	mm
CO-E-002	3		18/05/1992 00:00:00	2,50	mm
CO-E-002	3		15/06/1992 00:00:00	2,80	mm
CO-E-002	3		08/07/1992 00:00:00	2,80	mm
CO-E-002	3		20/07/1992 00:00:00	2,90	mm
CO-E-002	3		18/08/1992 00:00:00	3,10	mm
CO-E-002	3		21/09/1992 00:00:00	3,20	mm
CO-E-002	3		19/10/1992 00:00:00	2,80	mm
CO-E-002	3		16/11/1992 00:00:00	2,80	mm
CO-E-002	3		14/12/1992 14:10:00	2,70	mm
CO-E-002	3		18/01/1993 14:15:00	2,60	mm
CO-E-002	3		16/02/1993 00:00:00	2,80	mm
CO-E-002	3		16/03/1993 00:00:00	2,90	mm
CO-E-002	3		19/04/1993 00:00:00	2,50	mm
CO-E-002	3		17/05/1993 00:00:00	3,10	mm
CO-E-002	3		21/06/1993 00:00:00	3,20	mm
CO-E-002	3		20/07/1993 00:00:00	3,20	mm
CO-E-002	3		17/08/1993 00:00:00	3,60	mm
CO-E-002	3		20/09/1993 00:00:00	3,30	mm
CO-E-002	3		18/10/1993 00:00:00	3,10	mm
CO-E-002	3		15/11/1993 00:00:00	3	mm
CO-E-002	3		13/12/1993 00:00:00	2,60	mm
CO-E-002	3		17/01/1994 00:00:00	2,70	mm
CO-E-002	3		21/02/1994 00:00:00	2,80	mm
CO-E-002	3		21/03/1994 00:00:00	3	mm
CO-E-002	3		18/04/1994 00:00:00	2,50	mm
CO-E-002	3		16/05/1994 00:00:00	3,30	mm
CO-E-002	3		20/06/1994 00:00:00	2,90	mm
CO-E-002	3		18/07/1994 00:00:00	3,40	mm
CO-E-002	3		15/08/1994 00:00:00	3,40	mm
CO-E-002	3		19/09/1994 00:00:00	3,30	mm
CO-E-002	3		17/10/1994 00:00:00	3,20	mm
CO-E-002	3		21/11/1994 00:00:00	2,90	mm
CO-E-002	3		12/12/1994 00:00:00	2,90	mm
CO-E-002	3		16/01/1995 00:00:00	2,70	mm
CO-E-002	3		20/02/1995 00:00:00	2,80	mm
CO-E-002	3		20/03/1995 00:00:00	2,70	mm
CO-E-002	3		17/04/1995 00:00:00	3	mm
CO-E-002	3		16/05/1995 00:00:00	3,20	mm
CO-E-002	3		19/06/1995 00:00:00	3	mm
CO-E-002	3		17/07/1995 00:00:00	3,20	mm
CO-E-002	3		14/08/1995 00:00:00	3,20	mm
CO-E-002	3		18/09/1995 00:00:00	3,20	mm
CO-E-002	3		16/10/1995 00:00:00	3,30	mm
CO-E-002	3		20/11/1995 00:00:00	2,70	mm
CO-E-002	3		11/12/1995 00:00:00	3	mm
CO-E-002	3		16/01/1996 00:00:00	2,60	mm
CO-E-002	3		12/02/1996 00:00:00	3	mm
CO-E-002	3		18/03/1996 00:00:00	2,80	mm
CO-E-002	3		22/04/1996 00:00:00	2,60	mm
CO-E-002	3		21/05/1996 00:00:00	2,90	mm
CO-E-002	3		17/06/1996 00:00:00	3,10	mm
CO-E-002	3		16/07/1996 00:00:00	3,40	mm
CO-E-002	3		23/07/1996 00:00:00	3,10	mm
CO-E-002	3		12/08/1996 00:00:00	3,30	mm
CO-E-002	3		20/08/1996 00:00:00	3,30	mm
CO-E-002	3		16/09/1996 14:20:00	3,40	mm
CO-E-002	3		22/10/1996 00:00:00	3,20	mm
CO-E-002	3		18/11/1996 00:00:00	3,20	mm
CO-E-002	3		16/12/1996 00:00:00	2,50	mm
CO-E-002	3		20/01/1997 14:00:00	2,60	mm
CO-E-002	3		24/02/1997 00:00:00	2,90	mm
CO-E-002	3		17/03/1997 14:25:00	2,80	mm
CO-E-002	3		22/04/1997 14:20:00	2,90	mm
CO-E-002	3		19/05/1997 14:25:00	3	mm
CO-E-002	3		23/06/1997 14:15:00	3,40	mm
CO-E-002	3		21/07/1997 00:00:00	3,20	mm
CO-E-002	3		18/08/1997 00:00:00	3,40	mm
CO-E-002	3		22/09/1997 00:00:00	3,50	mm
CO-E-002	3		20/10/1997 00:00:00	3,30	mm
CO-E-002	3		24/11/1997 00:00:00	2,80	mm
CO-E-002	3		09/12/1997 00:00:00	2,80	mm
CO-E-002	3		19/01/1998 13:55:00	2,60	mm
CO-E-002	3		16/02/1998 00:00:00	2,70	mm
CO-E-002	3		23/03/1998 00:00:00	2,40	mm
CO-E-002	3		22/04/1998 00:00:00	3	mm
CO-E-002	3		18/05/1998 00:00:00	3,20	mm
CO-E-002	3		22/06/1998 14:35:00	3,10	mm
CO-E-002	3		20/07/1998 00:00:00	3,20	mm
CO-E-002	3		17/08/1998 00:00:00	3,10	mm
CO-E-002	3		21/09/1998 00:00:00	3,30	mm
CO-E-002	3		19/10/1998 00:00:00	3,50	mm
CO-E-002	3		23/11/1998 00:00:00	3	mm
CO-E-002	3		14/12/1998 00:00:00	2,80	mm
CO-E-002	3		19/01/1999 00:00:00	2,90	mm
CO-E-002	3		23/02/1999 00:00:00	2,30	mm
CO-E-002	3		16/03/1999 14:24:00	2,70	mm
CO-E-002	3		22/03/1999 00:00:00	2,80	mm
CO-E-002	3		19/04/1999 00:00:00	2,70	mm
CO-E-002	3		17/05/1999 00:00:00	3,10	mm
CO-E-002	3		21/06/1999 00:00:00	3,20	mm
CO-E-002	3		13/07/1999 14:30:00	3,60	mm
CO-E-002	3		23/08/1999 00:00:00	3,50	mm
CO-E-002	3		20/09/1999 00:00:00	3,40	mm
CO-E-002	3		25/10/1999 00:00:00	3,20	mm
CO-E-002	3		22/11/1999 00:00:00	3,40	mm
CO-E-002	3		14/12/1999 00:00:00	2,90	mm
CO-E-002	3		04/01/2000 00:00:00	2,30	mm
CO-E-002	3		25/01/2000 00:00:00	2,30	mm
CO-E-002	3		22/02/2000 00:00:00	2,60	mm
CO-E-002	3		21/03/2000 00:00:00	2,70	mm
CO-E-002	3		17/04/2000 14:30:00	2,60	mm
CO-E-002	3		22/05/2000 00:00:00	3,20	mm
CO-E-002	3		19/06/2000 00:00:00	3,10	mm
CO-E-002	3		14/07/2000 00:00:00	3,80	mm
CO-E-002	3		24/07/2000 00:00:00	3,60	mm
CO-E-002	3		21/08/2000 00:00:00	3,50	mm
CO-E-002	3		18/09/2000 00:00:00	3,70	mm
CO-E-002	3		23/10/2000 00:00:00	3,30	mm
CO-E-002	3		20/11/2000 00:00:00	3,10	mm
CO-E-002	3		18/12/2000 00:00:00	2,80	mm
CO-E-002	3		22/01/2001 00:00:00	3,10	mm
CO-E-002	3		19/02/2001 00:00:00	2,60	mm
CO-E-002	3		19/03/2001 00:00:00	2,70	mm
CO-E-002	3		24/04/2001 00:00:00	2,60	mm
CO-E-002	3		21/05/2001 00:00:00	2,70	mm
CO-E-002	3		18/06/2001 00:00:00	2,70	mm
CO-E-002	3		23/07/2001 00:00:00	3,40	mm
CO-E-002	3		20/08/2001 00:00:00	3,20	mm
CO-E-002	3		17/09/2001 00:00:00	3,30	mm
CO-E-002	3		22/10/2001 00:00:00	3,40	mm
CO-E-002	3		19/11/2001 00:00:00	3,10	mm
CO-E-002	3		17/12/2001 00:00:00	3	mm
CO-E-002	3		22/01/2002 00:00:00	2,80	mm
CO-E-002	3		18/02/2002 00:00:00	3,10	mm
CO-E-002	3		18/03/2002 00:00:00	2,50	mm
CO-E-002	3		23/04/2002 00:00:00	2,60	mm
CO-E-002	3		20/05/2002 00:00:00	3	mm
CO-E-002	3		17/06/2002 12:30:00	3,10	mm
CO-E-002	3		22/07/2002 00:00:00	3,30	mm
CO-E-002	3		19/08/2002 00:00:00	3,40	mm
CO-E-002	3		23/09/2002 00:00:00	3,10	mm
CO-E-002	3		21/10/2002 00:00:00	3,40	mm
CO-E-002	3		19/11/2002 00:00:00	2,90	mm
CO-E-002	3		17/12/2002 00:00:00	2,80	mm
CO-E-002	3		20/01/2003 00:00:00	2,80	mm
CO-E-002	3		24/02/2003 00:00:00	2,90	mm
CO-E-002	3		17/03/2003 00:00:00	2,80	mm
CO-E-002	3		24/03/2003 00:00:00	2,70	mm
CO-E-002	3		22/04/2003 00:00:00	3,20	mm
CO-E-002	3		19/05/2003 00:00:00	3	mm
CO-E-002	3		16/06/2003 00:00:00	3,40	mm
CO-E-002	3		21/07/2003 00:00:00	3,30	mm
CO-E-002	3		18/08/2003 00:00:00	3,60	mm
CO-E-002	3		28/08/2003 00:00:00	3,70	mm
CO-E-002	3		15/09/2003 00:00:00	3,50	mm
CO-E-002	3		20/10/2003 00:00:00	3,50	mm
CO-E-002	3		17/11/2003 00:00:00	2,90	mm
CO-E-002	3		15/12/2003 00:00:00	3	mm
CO-E-002	3		19/01/2004 00:00:00	2,60	mm
CO-E-002	3		17/02/2004 00:00:00	2,90	mm
CO-E-002	3		16/03/2004 00:00:00	3	mm
CO-E-002	3		19/04/2004 00:00:00	2,80	mm
CO-E-002	3		18/05/2004 00:00:00	3,40	mm
CO-E-002	3		21/06/2004 00:00:00	3,40	mm
CO-E-002	3		20/07/2004 00:00:00	3,70	mm
CO-E-002	3		17/08/2004 00:00:00	3,60	mm
CO-E-002	3		08/09/2004 00:00:00	3,60	mm
CO-E-002	3		21/09/2004 00:00:00	3,40	mm
CO-E-002	3		19/10/2004 00:00:00	3,40	mm
CO-E-002	3		15/11/2004 00:00:00	3,40	mm
CO-E-002	3		13/12/2004 00:00:00	3,20	mm
CO-E-002	3		17/01/2005 00:00:00	2,60	mm
CO-E-002	3		21/02/2005 00:00:00	2,80	mm
CO-E-002	3		21/03/2005 00:00:00	2,90	mm
CO-E-002	3		18/04/2005 00:00:00	3,40	mm
CO-E-002	3		17/05/2005 00:00:00	3,20	mm
CO-E-002	3		21/06/2005 00:00:00	3,50	mm
CO-E-002	3		19/07/2005 00:00:00	3,80	mm
CO-E-002	3		15/08/2005 00:00:00	4	mm
CO-E-002	3		19/09/2005 00:00:00	4	mm
CO-E-002	3		17/10/2005 00:00:00	4,10	mm
CO-E-002	3		22/11/2005 00:00:00	3,60	mm
CO-E-002	3		16/12/2005 00:00:00	3,40	mm
CO-E-002	3		16/01/2006 00:00:00	3,30	mm
CO-E-002	3		21/02/2006 00:00:00	3,10	mm
CO-E-002	3		20/03/2006 00:00:00	3,40	mm
CO-E-002	3		18/04/2006 00:00:00	3,80	mm
CO-E-002	3		17/05/2006 00:00:00	3,60	mm
CO-E-002	3		20/06/2006 00:00:00	3,70	mm
CO-E-002	3		18/07/2006 00:00:00	3,70	mm
CO-E-002	3		22/08/2006 00:00:00	3,70	mm
CO-E-002	3		18/09/2006 00:00:00	3,90	mm
CO-E-002	3		16/10/2006 00:00:00	3,60	mm
CO-E-002	3		20/11/2006 00:00:00	3,60	mm
CO-E-002	3		11/12/2006 00:00:00	3,60	mm
CO-E-002	3		16/01/2007 00:00:00	3,20	mm
CO-E-002	3		13/02/2007 00:00:00	3,50	mm
CO-E-002	3		19/03/2007 00:00:00	3,50	mm
CO-E-002	3		16/04/2007 00:00:00	3,70	mm
CO-E-002	3		21/05/2007 00:00:00	3,90	mm
CO-E-002	3		18/06/2007 00:00:00	3,60	mm
CO-E-002	3		17/07/2007 00:00:00	3,90	mm
CO-E-002	3		20/08/2007 00:00:00	4,10	mm
CO-E-002	3		17/09/2007 00:00:00	3,70	mm
CO-E-002	3		15/10/2007 00:00:00	4	mm
CO-E-002	3		19/11/2007 00:00:00	3,60	mm
CO-E-002	3		11/12/2007 00:00:00	3,20	mm
CO-E-002	3		15/01/2008 00:00:00	3,10	mm
CO-E-002	3		19/02/2008 00:00:00	3,10	mm
CO-E-002	3		10/03/2008 00:00:00	3,30	mm
CO-E-002	3		22/04/2008 00:00:00	3,20	mm
CO-E-002	3		19/05/2008 00:00:00	3,40	mm
CO-E-002	3		16/06/2008 00:00:00	3,70	mm
CO-E-002	3		21/07/2008 00:00:00	4	mm
CO-E-002	3		18/08/2008 00:00:00	4,10	mm
CO-E-002	3		15/09/2008 00:00:00	4	mm
CO-E-002	3		20/10/2008 00:00:00	3,60	mm
CO-E-002	3		17/11/2008 00:00:00	3,80	mm
CO-E-002	3		10/12/2008 00:00:00	3,60	mm
CO-E-002	3		20/01/2009 00:00:00	3,20	mm
CO-E-002	3		16/02/2009 00:00:00	3,40	mm
CO-E-002	3		17/03/2009 00:00:00	3,30	mm
CO-E-002	3		14/04/2009 00:00:00	3,50	mm
CO-E-002	3		19/05/2009 00:00:00	3,50	mm
CO-E-002	3		15/06/2009 00:00:00	3,70	mm
CO-E-002	3		13/07/2009 00:00:00	4,20	mm
CO-E-002	3		10/08/2009 00:00:00	4	mm
CO-E-002	3		11/09/2009 00:00:00	4,20	mm
CO-E-002	3		13/10/2009 00:00:00	3,90	mm
CO-E-002	3		09/11/2009 00:00:00	3,30	mm
CO-E-002	3		09/12/2009 00:00:00	3,40	mm
CO-E-002	3		11/01/2010 00:00:00	3,50	mm
CO-E-002	3		08/02/2010 00:00:00	3,30	mm
CO-E-002	3		08/03/2010 00:00:00	3,30	mm
CO-E-002	3		12/04/2010 00:00:00	3,70	mm
CO-E-002	3		10/05/2010 00:00:00	3,70	mm
CO-E-002	3		14/06/2010 00:00:00	4,10	mm
CO-E-002	3		12/07/2010 00:00:00	4	mm
CO-E-002	3		09/08/2010 00:00:00	4,50	mm
CO-E-002	3		13/09/2010 00:00:00	4,40	mm
CO-E-002	3		13/10/2010 00:00:00	4,30	mm
CO-E-002	3		08/11/2010 00:00:00	4,10	mm
CO-E-002	3		06/12/2010 00:00:00	3,90	mm
CO-E-002	3		10/01/2011 08:30:00	3,50	mm
CO-E-002	3		14/02/2011 07:30:00	3,60	mm
CO-E-002	3		14/03/2011 08:10:00	3,70	mm
CO-E-002	3		11/04/2011 09:00:00	3,90	mm
CO-E-002	3		09/05/2011 09:00:00	4,10	mm
CO-E-002	3		13/06/2011 09:00:00	4,10	mm
CO-E-002	3		11/07/2011 09:00:00	4,40	mm
CO-E-002	3		08/08/2011 09:00:00	4,30	mm
CO-E-002	3		12/09/2011 00:00:00	4,60	mm
CO-E-002	3		10/10/2011 08:00:00	4,40	mm
CO-E-002	3		17/11/2011 00:00:00	4	mm
CO-E-002	3		12/12/2011 00:00:00	3,80	mm
CO-E-002	3		09/01/2012 07:25:00	3,80	mm
CO-E-002	3		13/02/2012 00:00:00	3,60	mm
CO-E-002	3		12/03/2012 00:00:00	3,50	mm
CO-E-002	3		09/04/2012 00:00:00	3,50	mm
CO-E-002	3		16/05/2012 00:00:00	3,90	mm
CO-E-002	3		12/06/2012 00:00:00	4,10	mm
CO-E-002	3		09/07/2012 00:00:00	4,10	mm
CO-E-002	3		13/08/2012 00:00:00	4,10	mm
CO-E-002	3		10/09/2012 00:00:00	4,40	mm
CO-E-002	3		09/10/2012 00:00:00	4	mm
CO-E-002	3		12/11/2012 00:00:00	3,80	mm
CO-E-002	3		12/12/2012 00:00:00	3,70	mm
CO-E-002	3		16/01/2013 00:00:00	3,40	mm
CO-E-002	3		15/02/2013 00:00:00	3,60	mm
CO-E-002	3		11/03/2013 00:00:00	3,50	mm
CO-E-002	3		08/04/2013 00:00:00	3,70	mm
CO-E-002	3		06/05/2013 00:00:00	3,70	mm
CO-E-002	3		10/06/2013 00:00:00	3,90	mm
CO-E-002	3		08/07/2013 00:00:00	3,90	mm
CO-E-002	3		13/08/2013 00:00:00	4,30	mm
CO-E-002	3		09/09/2013 00:00:00	4,30	mm
CO-E-002	3		14/10/2013 00:00:00	4,50	mm
CO-E-002	3		11/11/2013 00:00:00	3,60	mm
CO-E-002	3		09/12/2013 00:00:00	3,70	mm
CO-E-002	3		13/01/2014 00:00:00	3,60	mm
CO-E-002	3		10/02/2014 00:00:00	3,20	mm
CO-E-002	3		17/03/2014 00:00:00	3,50	mm
CO-E-002	3		15/04/2014 00:00:00	3,60	mm
CO-E-002	3		12/05/2014 00:00:00	4,50	mm
CO-E-002	3		09/06/2014 00:00:00	4,40	mm
CO-E-002	3		15/07/2014 00:00:00	4,20	mm
CO-E-002	3		13/08/2014 00:00:00	4,20	mm
CO-E-002	3		02/09/2014 00:00:00	4	mm
CO-E-002	3		30/09/2014 00:00:00	4	mm
CO-E-002	3		28/10/2014 00:00:00	3,60	mm
CO-E-002	3		25/11/2014 00:00:00	3,60	mm
CO-E-002	3		06/01/2015 00:00:00	3,40	mm
CO-E-002	3		02/02/2015 00:00:00	3,30	mm
CO-E-002	3		02/03/2015 00:00:00	3,60	mm
CO-E-002	3		06/04/2015 00:00:00	3,50	mm
CO-E-002	3		12/06/2015 00:00:00	3,90	mm
CO-E-002	3		06/07/2015 00:00:00	4,20	mm
CO-E-002	3		04/08/2015 00:00:00	4,30	mm
CO-E-002	3		31/08/2015 00:00:00	4	mm
CO-E-002	3		18/09/2015 00:00:00	4	mm
CO-E-002	3		03/11/2015 00:00:00	3,70	mm
CO-E-002	3		30/11/2015 00:00:00	3,90	mm
CO-E-002	3		05/01/2016 00:00:00	3,60	mm
CO-E-002	3		01/02/2016 00:00:00	3,70	mm
CO-E-002	3		01/03/2016 00:00:00	3,70	mm
CO-E-002	3		04/04/2016 00:00:00	3,80	mm
CO-E-002	3		05/05/2016 00:00:00	3,90	mm
CO-E-002	3		01/06/2016 00:00:00	4,20	mm
CO-E-002	3		05/07/2016 00:00:00	4	mm
CO-E-002	3		01/08/2016 00:00:00	3,80	mm
CO-E-002	3		05/09/2016 00:00:00	4,20	mm
CO-E-002	3		16/09/2016 00:00:00	4,20	mm
CO-E-002	3		16/09/2016 11:30:00	4,1353	mm
CO-E-002	3		26/09/2016 00:00:00	4	mm
CO-E-002	3		26/09/2016 15:30:00	4,0735	mm
CO-E-002	3		03/10/2016 00:00:00	4	mm
CO-E-002	3		03/10/2016 10:00:00	3,9539	mm
CO-E-002	3		19/10/2016 00:00:00	3,90	mm
CO-E-002	3		19/10/2016 11:00:00	3,8980	mm
CO-E-002	3		31/10/2016 00:00:00	3,80	mm
CO-E-002	3		31/10/2016 10:00:00	4,0719	mm
CO-E-002	3		17/11/2016 00:00:00	3,90	mm
CO-E-002	3		17/11/2016 16:00:00	4,0069	mm
CO-E-002	3		01/12/2016 00:00:00	3,70	mm
CO-E-002	3		01/12/2016 10:00:00	3,7076	mm
CO-E-002	3		15/12/2016 00:00:00	3,70	mm
CO-E-002	3		15/12/2016 10:00:00	3,6395	mm
CO-E-002	3		03/01/2017 00:00:00	3,40	mm
CO-E-002	3		03/01/2017 10:00:00	3,3414	mm
CO-E-002	3		19/01/2017 00:00:00	3,20	mm
CO-E-002	3		19/01/2017 10:00:00	3,3424	mm
CO-E-002	3		31/01/2017 00:00:00	3,20	mm
CO-E-002	3		31/01/2017 09:00:00	3,4426	mm
CO-E-002	3		02/03/2017 00:00:00	3,30	mm
CO-E-002	3		02/03/2017 09:00:00	3,3329	mm
CO-E-002	3		04/04/2017 00:00:00	3,40	mm
CO-E-002	3		04/04/2017 10:00:00	3,4030	mm
CO-E-002	3		02/05/2017 00:00:00	3,80	mm
CO-E-002	3		02/05/2017 10:00:00	3,8724	mm
CO-E-002	3		05/06/2017 00:00:00	4	mm
CO-E-002	3		05/06/2017 11:00:00	3,90	mm
CO-E-002	3		03/07/2017 16:00:00	3,9445	mm
CO-E-002	3		02/08/2017 10:00:00	3,9976	mm
CO-E-002	3		05/09/2017 00:00:00	3,90	mm
CO-E-002	3		05/09/2017 15:00:00	3,9182	mm
CO-E-002	3		03/10/2017 00:00:00	3,80	mm
CO-E-002	3		03/10/2017 00:00:00	4,0215	mm
CO-E-002	3		01/11/2017 00:00:00	3,7825	mm
CO-E-002	3		01/11/2017 00:00:00	3,90	mm
CO-E-002	3		30/11/2017 00:00:00	4,0952	mm
CO-E-002	3		30/11/2017 00:00:00	3,80	mm
CO-E-002	3		04/01/2018 00:00:00	3,50	mm
CO-E-002	3		04/01/2018 10:00:00	3,3699	mm
CO-E-002	3		30/01/2018 00:00:00	3,3749	mm
CO-E-002	3		01/03/2018 00:00:00	3,80	mm
CO-E-002	3		01/03/2018 10:00:00	3,5729	mm
CO-E-001	4		02/01/1984 00:00:00	-0,20	mm
CO-E-001	4		09/01/1984 00:00:00	0,10	mm
CO-E-001	4		16/01/1984 00:00:00	0,20	mm
CO-E-001	4		23/01/1984 00:00:00	0,30	mm
CO-E-001	4		30/01/1984 00:00:00	0,30	mm
CO-E-001	4		06/02/1984 00:00:00	0,10	mm
CO-E-001	4		13/02/1984 00:00:00	0,20	mm
CO-E-001	4		20/02/1984 00:00:00	0,30	mm
CO-E-001	4		27/02/1984 00:00:00	0,50	mm
CO-E-001	4		05/03/1984 00:00:00	0,40	mm
CO-E-001	4		12/03/1984 00:00:00	0,40	mm
CO-E-001	4		19/03/1984 00:00:00	0,50	mm
CO-E-001	4		26/03/1984 00:00:00	0,30	mm
CO-E-001	4		02/04/1984 00:00:00	0,20	mm
CO-E-001	4		09/04/1984 00:00:00	0	mm
CO-E-001	4		16/04/1984 00:00:00	-0,10	mm
CO-E-001	4		23/04/1984 00:00:00	-0,20	mm
CO-E-001	4		02/05/1984 00:00:00	-0,20	mm
CO-E-001	4		07/05/1984 00:00:00	-0,40	mm
CO-E-001	4		10/05/1984 00:00:00	-0,60	mm
CO-E-001	4		15/05/1984 00:00:00	-0,60	mm
CO-E-001	4		18/05/1984 00:00:00	-0,90	mm
CO-E-001	4		21/05/1984 00:00:00	-0,80	mm
CO-E-001	4		24/05/1984 00:00:00	-0,80	mm
CO-E-001	4		28/05/1984 00:00:00	-0,60	mm
CO-E-001	4		31/05/1984 00:00:00	-0,90	mm
CO-E-001	4		04/06/1984 00:00:00	-0,90	mm
CO-E-001	4		07/06/1984 00:00:00	-0,70	mm
CO-E-001	4		11/06/1984 00:00:00	-1,40	mm
CO-E-001	4		14/06/1984 00:00:00	-1,20	mm
CO-E-001	4		18/06/1984 00:00:00	-1,30	mm
CO-E-001	4		21/06/1984 00:00:00	-1,30	mm
CO-E-001	4		25/06/1984 00:00:00	-1,20	mm
CO-E-001	4		28/06/1984 00:00:00	-1,50	mm
CO-E-001	4		02/07/1984 00:00:00	-1,70	mm
CO-E-001	4		05/07/1984 00:00:00	-1,40	mm
CO-E-001	4		09/07/1984 00:00:00	-1,50	mm
CO-E-001	4		16/07/1984 00:00:00	-1,70	mm
CO-E-001	4		23/07/1984 00:00:00	-2	mm
CO-E-001	4		30/07/1984 00:00:00	-2,30	mm
CO-E-001	4		06/08/1984 00:00:00	-2,50	mm
CO-E-001	4		13/08/1984 00:00:00	-2,50	mm
CO-E-001	4		20/08/1984 00:00:00	-2,60	mm
CO-E-001	4		27/08/1984 00:00:00	-2,90	mm
CO-E-001	4		03/09/1984 00:00:00	-3,30	mm
CO-E-001	4		10/09/1984 00:00:00	-3,20	mm
CO-E-001	4		17/09/1984 00:00:00	-2,90	mm
CO-E-001	4		24/09/1984 00:00:00	-3	mm
CO-E-001	4		01/10/1984 00:00:00	-3,20	mm
CO-E-001	4		08/10/1984 00:00:00	-2,60	mm
CO-E-001	4		15/10/1984 00:00:00	-2,40	mm
CO-E-001	4		22/10/1984 00:00:00	-2,20	mm
CO-E-001	4		29/10/1984 00:00:00	-1,50	mm
CO-E-001	4		05/11/1984 00:00:00	-1,70	mm
CO-E-001	4		12/11/1984 00:00:00	-1,50	mm
CO-E-001	4		19/11/1984 00:00:00	-1,40	mm
CO-E-001	4		26/11/1984 00:00:00	-1	mm
CO-E-001	4		03/12/1984 00:00:00	-0,90	mm
CO-E-001	4		10/12/1984 00:00:00	-0,80	mm
CO-E-001	4		17/12/1984 00:00:00	-0,80	mm
CO-E-001	4		26/12/1984 00:00:00	-0,80	mm
CO-E-001	4		02/01/1985 00:00:00	-0,80	mm
CO-E-001	4		07/01/1985 00:00:00	-0,60	mm
CO-E-001	4		14/01/1985 00:00:00	-0,60	mm
CO-E-001	4		21/01/1985 00:00:00	-0,50	mm
CO-E-001	4		28/01/1985 00:00:00	-0,50	mm
CO-E-001	4		04/02/1985 00:00:00	-0,40	mm
CO-E-001	4		11/02/1985 00:00:00	-0,20	mm
CO-E-001	4		18/02/1985 00:00:00	-0,40	mm
CO-E-001	4		25/02/1985 00:00:00	-0,10	mm
CO-E-001	4		04/03/1985 00:00:00	-0,20	mm
CO-E-001	4		11/03/1985 00:00:00	-0,20	mm
CO-E-001	4		12/03/1985 16:35:00	-0,20	mm
CO-E-001	4		13/03/1985 00:00:00	-0,50	mm
CO-E-001	4		14/03/1985 13:55:00	-0,30	mm
CO-E-001	4		18/03/1985 00:00:00	-0,40	mm
CO-E-001	4		21/03/1985 00:00:00	-0,60	mm
CO-E-001	4		25/03/1985 00:00:00	-0,40	mm
